instant,dteday,season,yr,mnth,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt,casual_ratio,registered_ratio
366,2012-01-01,1,1,1,0,0,0,Clear,0.37,0.375621,0.6925,0.192167,686,1608,2294,0.2990409764603313,0.7009590235396687
367,2012-01-02,1,1,1,1,1,0,Clear,0.273043,0.252304,0.381304,0.329665,244,1707,1951,0.12506406970784215,0.8749359302921579
368,2012-01-03,1,1,1,0,2,1,Clear,0.15,0.126275,0.44125,0.365671,89,2147,2236,0.03980322003577817,0.9601967799642218
369,2012-01-04,1,1,1,0,3,1,Cloudy,0.1075,0.119337,0.414583,0.1847,95,2273,2368,0.04011824324324324,0.9598817567567568
370,2012-01-05,1,1,1,0,4,1,Clear,0.265833,0.278412,0.524167,0.129987,140,3132,3272,0.042787286063569685,0.9572127139364304
371,2012-01-06,1,1,1,0,5,1,Clear,0.334167,0.340267,0.542083,0.167908,307,3791,4098,0.0749145924841386,0.9250854075158614
372,2012-01-07,1,1,1,0,6,0,Clear,0.393333,0.390779,0.531667,0.174758,1070,3451,4521,0.23667330236673303,0.763326697633267
373,2012-01-08,1,1,1,0,0,0,Clear,0.3375,0.340258,0.465,0.191542,599,2826,3425,0.17489051094890512,0.8251094890510949
374,2012-01-09,1,1,1,0,1,1,Cloudy,0.224167,0.247479,0.701667,0.0989,106,2270,2376,0.04461279461279461,0.9553872053872053
375,2012-01-10,1,1,1,0,2,1,Clear,0.308696,0.318826,0.646522,0.187552,173,3425,3598,0.048082267926625906,0.951917732073374
376,2012-01-11,1,1,1,0,3,1,Cloudy,0.274167,0.282821,0.8475,0.131221,92,2085,2177,0.042259990813045475,0.9577400091869546
377,2012-01-12,1,1,1,0,4,1,Cloudy,0.3825,0.381938,0.802917,0.180967,269,3828,4097,0.06565779838906517,0.9343422016109348
378,2012-01-13,1,1,1,0,5,1,Clear,0.274167,0.249362,0.5075,0.378108,174,3040,3214,0.054138145612943375,0.9458618543870566
379,2012-01-14,1,1,1,0,6,0,Clear,0.18,0.183087,0.4575,0.187183,333,2160,2493,0.13357400722021662,0.8664259927797834
380,2012-01-15,1,1,1,0,0,0,Clear,0.166667,0.161625,0.419167,0.251258,284,2027,2311,0.12289052358286456,0.8771094764171354
381,2012-01-16,1,1,1,1,1,0,Clear,0.19,0.190663,0.5225,0.231358,217,2081,2298,0.09442993907745866,0.9055700609225413
382,2012-01-17,1,1,1,0,2,1,Cloudy,0.373043,0.364278,0.716087,0.34913,127,2808,2935,0.043270868824531517,0.9567291311754685
383,2012-01-18,1,1,1,0,3,1,Clear,0.303333,0.275254,0.443333,0.415429,109,3267,3376,0.032286729857819906,0.9677132701421801
384,2012-01-19,1,1,1,0,4,1,Clear,0.19,0.190038,0.4975,0.220158,130,3162,3292,0.03948967193195626,0.9605103280680437
385,2012-01-20,1,1,1,0,5,1,Cloudy,0.2175,0.220958,0.45,0.20275,115,3048,3163,0.03635788808093582,0.9636421119190641
386,2012-01-21,1,1,1,0,6,0,Cloudy,0.173333,0.174875,0.83125,0.222642,67,1234,1301,0.05149884704073789,0.9485011529592621
387,2012-01-22,1,1,1,0,0,0,Cloudy,0.1625,0.16225,0.79625,0.199638,196,1781,1977,0.09914011127971674,0.9008598887202832
388,2012-01-23,1,1,1,0,1,1,Cloudy,0.218333,0.243058,0.91125,0.110708,145,2287,2432,0.05962171052631579,0.9403782894736842
389,2012-01-24,1,1,1,0,2,1,Clear,0.3425,0.349108,0.835833,0.123767,439,3900,4339,0.10117538603364831,0.8988246139663517
390,2012-01-25,1,1,1,0,3,1,Clear,0.294167,0.294821,0.64375,0.161071,467,3803,4270,0.10936768149882904,0.890632318501171
391,2012-01-26,1,1,1,0,4,1,Cloudy,0.341667,0.35605,0.769583,0.0733958,244,3831,4075,0.059877300613496935,0.9401226993865031
392,2012-01-27,1,1,1,0,5,1,Cloudy,0.425,0.415383,0.74125,0.342667,269,3187,3456,0.07783564814814815,0.9221643518518519
393,2012-01-28,1,1,1,0,6,0,Clear,0.315833,0.326379,0.543333,0.210829,775,3248,4023,0.19264230673626648,0.8073576932637335
394,2012-01-29,1,1,1,0,0,0,Clear,0.2825,0.272721,0.31125,0.24005,558,2685,3243,0.17206290471785385,0.8279370952821462
395,2012-01-30,1,1,1,0,1,1,Clear,0.269167,0.262625,0.400833,0.215792,126,3498,3624,0.0347682119205298,0.9652317880794702
396,2012-01-31,1,1,1,0,2,1,Clear,0.39,0.381317,0.416667,0.261817,324,4185,4509,0.0718562874251497,0.9281437125748503
397,2012-02-01,1,1,2,0,3,1,Clear,0.469167,0.466538,0.507917,0.189067,304,4275,4579,0.06639004149377593,0.9336099585062241
398,2012-02-02,1,1,2,0,4,1,Cloudy,0.399167,0.398971,0.672917,0.187187,190,3571,3761,0.050518479127891515,0.9494815208721085
399,2012-02-03,1,1,2,0,5,1,Clear,0.313333,0.309346,0.526667,0.178496,310,3841,4151,0.07468079980727535,0.9253192001927246
400,2012-02-04,1,1,2,0,6,0,Cloudy,0.264167,0.272725,0.779583,0.121896,384,2448,2832,0.13559322033898305,0.864406779661017
401,2012-02-05,1,1,2,0,0,0,Cloudy,0.265833,0.264521,0.687917,0.175996,318,2629,2947,0.10790634543603665,0.8920936545639634
402,2012-02-06,1,1,2,0,1,1,Clear,0.282609,0.296426,0.622174,0.1538,206,3578,3784,0.054439746300211415,0.9455602536997886
403,2012-02-07,1,1,2,0,2,1,Clear,0.354167,0.361104,0.49625,0.147379,199,4176,4375,0.04548571428571429,0.9545142857142858
404,2012-02-08,1,1,2,0,3,1,Cloudy,0.256667,0.266421,0.722917,0.133721,109,2693,2802,0.03890078515346181,0.9610992148465382
405,2012-02-09,1,1,2,0,4,1,Clear,0.265,0.261988,0.562083,0.194037,163,3667,3830,0.04255874673629243,0.9574412532637075
406,2012-02-10,1,1,2,0,5,1,Cloudy,0.280833,0.293558,0.54,0.116929,227,3604,3831,0.059253458626990343,0.9407465413730096
407,2012-02-11,1,1,2,0,6,0,Drizzling,0.224167,0.210867,0.73125,0.289796,192,1977,2169,0.08852005532503458,0.9114799446749654
408,2012-02-12,1,1,2,0,0,0,Clear,0.1275,0.101658,0.464583,0.409212,73,1456,1529,0.04774362328319163,0.9522563767168084
409,2012-02-13,1,1,2,0,1,1,Clear,0.2225,0.227913,0.41125,0.167283,94,3328,3422,0.027469316189362946,0.972530683810637
410,2012-02-14,1,1,2,0,2,1,Cloudy,0.319167,0.333946,0.50875,0.141179,135,3787,3922,0.03442121366649668,0.9655787863335034
411,2012-02-15,1,1,2,0,3,1,Clear,0.348333,0.351629,0.53125,0.1816,141,4028,4169,0.03382106020628448,0.9661789397937155
412,2012-02-16,1,1,2,0,4,1,Cloudy,0.316667,0.330162,0.752917,0.091425,74,2931,3005,0.024625623960066557,0.9753743760399335
413,2012-02-17,1,1,2,0,5,1,Clear,0.343333,0.351629,0.634583,0.205846,349,3805,4154,0.08401540683678382,0.9159845931632162
414,2012-02-18,1,1,2,0,6,0,Clear,0.346667,0.355425,0.534583,0.190929,1435,2883,4318,0.3323297823066234,0.6676702176933765
415,2012-02-19,1,1,2,0,0,0,Cloudy,0.28,0.265788,0.515833,0.253112,618,2071,2689,0.2298252138341391,0.7701747861658609
416,2012-02-20,1,1,2,1,1,0,Clear,0.28,0.273391,0.507826,0.229083,502,2627,3129,0.16043464365612017,0.8395653563438799
417,2012-02-21,1,1,2,0,2,1,Clear,0.287826,0.295113,0.594348,0.205717,163,3614,3777,0.04315594387079693,0.9568440561292031
418,2012-02-22,1,1,2,0,3,1,Clear,0.395833,0.392667,0.567917,0.234471,394,4379,4773,0.08254766394301279,0.9174523360569872
419,2012-02-23,1,1,2,0,4,1,Clear,0.454167,0.444446,0.554583,0.190913,516,4546,5062,0.10193599367838799,0.898064006321612
420,2012-02-24,1,1,2,0,5,1,Cloudy,0.4075,0.410971,0.7375,0.237567,246,3241,3487,0.07054774878118726,0.9294522512188127
421,2012-02-25,1,1,2,0,6,0,Clear,0.290833,0.255675,0.395833,0.421642,317,2415,2732,0.11603221083455344,0.8839677891654466
422,2012-02-26,1,1,2,0,0,0,Clear,0.279167,0.268308,0.41,0.205229,515,2874,3389,0.1519622307465329,0.8480377692534671
423,2012-02-27,1,1,2,0,1,1,Clear,0.366667,0.357954,0.490833,0.268033,253,4069,4322,0.05853771402128644,0.9414622859787135
424,2012-02-28,1,1,2,0,2,1,Clear,0.359167,0.353525,0.395833,0.193417,229,4134,4363,0.0524868209947284,0.9475131790052717
425,2012-02-29,1,1,2,0,3,1,Cloudy,0.344348,0.34847,0.804783,0.179117,65,1769,1834,0.03544165757906216,0.9645583424209379
426,2012-03-01,1,1,3,0,4,1,Clear,0.485833,0.475371,0.615417,0.226987,325,4665,4990,0.06513026052104208,0.9348697394789579
427,2012-03-02,1,1,3,0,5,1,Cloudy,0.353333,0.359842,0.657083,0.144904,246,2948,3194,0.07701941139636818,0.9229805886036319
428,2012-03-03,1,1,3,0,6,0,Cloudy,0.414167,0.413492,0.62125,0.161079,956,3110,4066,0.23512051155927202,0.764879488440728
429,2012-03-04,1,1,3,0,0,0,Clear,0.325833,0.303021,0.403333,0.334571,710,2713,3423,0.20742039146947122,0.7925796085305288
430,2012-03-05,1,1,3,0,1,1,Clear,0.243333,0.241171,0.50625,0.228858,203,3130,3333,0.06090609060906091,0.9390939093909391
431,2012-03-06,1,1,3,0,2,1,Clear,0.258333,0.255042,0.456667,0.200875,221,3735,3956,0.055864509605662284,0.9441354903943378
432,2012-03-07,1,1,3,0,3,1,Clear,0.404167,0.3851,0.513333,0.345779,432,4484,4916,0.08787632221318145,0.9121236777868186
433,2012-03-08,1,1,3,0,4,1,Clear,0.5275,0.524604,0.5675,0.441563,486,4896,5382,0.0903010033444816,0.9096989966555183
434,2012-03-09,1,1,3,0,5,1,Cloudy,0.410833,0.397083,0.407083,0.4148,447,4122,4569,0.09783322390019698,0.902166776099803
435,2012-03-10,1,1,3,0,6,0,Clear,0.2875,0.277767,0.350417,0.22575,968,3150,4118,0.23506556580864496,0.764934434191355
436,2012-03-11,1,1,3,0,0,0,Clear,0.361739,0.35967,0.476957,0.222587,1658,3253,4911,0.33760944817756056,0.6623905518224394
437,2012-03-12,1,1,3,0,1,1,Clear,0.466667,0.459592,0.489167,0.207713,838,4460,5298,0.15817289543223859,0.8418271045677614
438,2012-03-13,1,1,3,0,2,1,Clear,0.565,0.542929,0.6175,0.23695,762,5085,5847,0.13032324268855824,0.8696767573114418
439,2012-03-14,1,1,3,0,3,1,Clear,0.5725,0.548617,0.507083,0.115062,997,5315,6312,0.1579531051964512,0.8420468948035488
440,2012-03-15,1,1,3,0,4,1,Clear,0.5575,0.532825,0.579583,0.149883,1005,5187,6192,0.1623062015503876,0.8376937984496124
441,2012-03-16,1,1,3,0,5,1,Cloudy,0.435833,0.436229,0.842083,0.113192,548,3830,4378,0.12517131110095933,0.8748286888990406
442,2012-03-17,1,1,3,0,6,0,Cloudy,0.514167,0.505046,0.755833,0.110704,3155,4681,7836,0.40262889229198573,0.5973711077080143
443,2012-03-18,1,1,3,0,0,0,Cloudy,0.4725,0.464,0.81,0.126883,2207,3685,5892,0.3745756958587916,0.6254243041412084
444,2012-03-19,1,1,3,0,1,1,Clear,0.545,0.532821,0.72875,0.162317,982,5171,6153,0.15959694457987975,0.8404030554201203
445,2012-03-20,1,1,3,0,2,1,Clear,0.560833,0.538533,0.807917,0.121271,1051,5042,6093,0.17249302478253734,0.8275069752174626
446,2012-03-21,2,1,3,0,3,1,Cloudy,0.531667,0.513258,0.82125,0.0895583,1122,5108,6230,0.18009630818619582,0.8199036918138042
447,2012-03-22,2,1,3,0,4,1,Clear,0.554167,0.531567,0.83125,0.117562,1334,5537,6871,0.19414932324261389,0.8058506767573861
448,2012-03-23,2,1,3,0,5,1,Cloudy,0.601667,0.570067,0.694167,0.1163,2469,5893,8362,0.29526429083951206,0.7047357091604879
449,2012-03-24,2,1,3,0,6,0,Cloudy,0.5025,0.486733,0.885417,0.192783,1033,2339,3372,0.30634638196915775,0.6936536180308422
450,2012-03-25,2,1,3,0,0,0,Cloudy,0.4375,0.437488,0.880833,0.220775,1532,3464,4996,0.3066453162530024,0.6933546837469976
451,2012-03-26,2,1,3,0,1,1,Clear,0.445833,0.43875,0.477917,0.386821,795,4763,5558,0.14303706369197552,0.8569629363080244
452,2012-03-27,2,1,3,0,2,1,Clear,0.323333,0.315654,0.29,0.187192,531,4571,5102,0.10407683261466091,0.8959231673853391
453,2012-03-28,2,1,3,0,3,1,Clear,0.484167,0.47095,0.48125,0.291671,674,5024,5698,0.11828711828711828,0.8817128817128818
454,2012-03-29,2,1,3,0,4,1,Clear,0.494167,0.482304,0.439167,0.31965,834,5299,6133,0.13598565139409752,0.8640143486059025
455,2012-03-30,2,1,3,0,5,1,Cloudy,0.37,0.375621,0.580833,0.138067,796,4663,5459,0.14581425169444953,0.8541857483055505
456,2012-03-31,2,1,3,0,6,0,Cloudy,0.424167,0.421708,0.738333,0.250617,2301,3934,6235,0.36904570970328787,0.6309542902967121
457,2012-04-01,2,1,4,0,0,0,Cloudy,0.425833,0.417287,0.67625,0.172267,2347,3694,6041,0.3885118357887767,0.6114881642112233
458,2012-04-02,2,1,4,0,1,1,Clear,0.433913,0.427513,0.504348,0.312139,1208,4728,5936,0.20350404312668463,0.7964959568733153
459,2012-04-03,2,1,4,0,2,1,Clear,0.466667,0.461483,0.396667,0.100133,1348,5424,6772,0.19905493207324276,0.8009450679267572
460,2012-04-04,2,1,4,0,3,1,Clear,0.541667,0.53345,0.469583,0.180975,1058,5378,6436,0.16438781852082038,0.8356121814791796
461,2012-04-05,2,1,4,0,4,1,Clear,0.435,0.431163,0.374167,0.219529,1192,5265,6457,0.18460585411181663,0.8153941458881834
462,2012-04-06,2,1,4,0,5,1,Clear,0.403333,0.390767,0.377083,0.300388,1807,4653,6460,0.27972136222910216,0.7202786377708978
463,2012-04-07,2,1,4,0,6,0,Clear,0.4375,0.426129,0.254167,0.274871,3252,3605,6857,0.47425988041417527,0.5257401195858247
464,2012-04-08,2,1,4,0,0,0,Clear,0.5,0.492425,0.275833,0.232596,2230,2939,5169,0.4314180692590443,0.5685819307409556
465,2012-04-09,2,1,4,0,1,1,Clear,0.489167,0.476638,0.3175,0.358196,905,4680,5585,0.162041181736795,0.8379588182632051
466,2012-04-10,2,1,4,0,2,1,Clear,0.446667,0.436233,0.435,0.249375,819,5099,5918,0.13839134842852316,0.8616086515714768
467,2012-04-11,2,1,4,0,3,1,Clear,0.348696,0.337274,0.469565,0.295274,482,4380,4862,0.09913615795968737,0.9008638420403127
468,2012-04-12,2,1,4,0,4,1,Clear,0.3975,0.387604,0.46625,0.290429,663,4746,5409,0.12257348863006101,0.877426511369939
469,2012-04-13,2,1,4,0,5,1,Clear,0.4425,0.431808,0.408333,0.155471,1252,5146,6398,0.19568615192247577,0.8043138480775243
470,2012-04-14,2,1,4,0,6,0,Clear,0.495,0.487996,0.502917,0.190917,2795,4665,7460,0.3746648793565684,0.6253351206434317
471,2012-04-15,2,1,4,0,0,0,Clear,0.606667,0.573875,0.507917,0.225129,2846,4286,7132,0.39904655075715084,0.6009534492428491
472,2012-04-16,2,1,4,1,1,0,Clear,0.664167,0.614925,0.561667,0.284829,1198,5172,6370,0.1880690737833595,0.8119309262166405
473,2012-04-17,2,1,4,0,2,1,Clear,0.608333,0.598487,0.390417,0.273629,989,5702,6691,0.14781049170527574,0.8521895082947243
474,2012-04-18,2,1,4,0,3,1,Cloudy,0.463333,0.457038,0.569167,0.167912,347,4020,4367,0.07945958323792077,0.9205404167620792
475,2012-04-19,2,1,4,0,4,1,Clear,0.498333,0.493046,0.6125,0.0659292,846,5719,6565,0.12886519421172887,0.8711348057882712
476,2012-04-20,2,1,4,0,5,1,Clear,0.526667,0.515775,0.694583,0.149871,1340,5950,7290,0.18381344307270234,0.8161865569272977
477,2012-04-21,2,1,4,0,6,0,Clear,0.57,0.542921,0.682917,0.283587,2541,4083,6624,0.3836050724637681,0.6163949275362319
478,2012-04-22,2,1,4,0,0,0,Drizzling,0.396667,0.389504,0.835417,0.344546,120,907,1027,0.11684518013631938,0.8831548198636806
479,2012-04-23,2,1,4,0,1,1,Cloudy,0.321667,0.301125,0.766667,0.303496,195,3019,3214,0.06067205973864343,0.9393279402613566
480,2012-04-24,2,1,4,0,2,1,Clear,0.413333,0.405283,0.454167,0.249383,518,5115,5633,0.09195810402982425,0.9080418959701757
481,2012-04-25,2,1,4,0,3,1,Clear,0.476667,0.470317,0.427917,0.118792,655,5541,6196,0.10571336346029697,0.8942866365397031
482,2012-04-26,2,1,4,0,4,1,Cloudy,0.498333,0.483583,0.756667,0.176625,475,4551,5026,0.09450855551134103,0.9054914444886589
483,2012-04-27,2,1,4,0,5,1,Clear,0.4575,0.452637,0.400833,0.347633,1014,5219,6233,0.16268249639018129,0.8373175036098187
484,2012-04-28,2,1,4,0,6,0,Cloudy,0.376667,0.377504,0.489583,0.129975,1120,3100,4220,0.26540284360189575,0.7345971563981043
485,2012-04-29,2,1,4,0,0,0,Clear,0.458333,0.450121,0.587083,0.116908,2229,4075,6304,0.3535850253807107,0.6464149746192893
486,2012-04-30,2,1,4,0,1,1,Cloudy,0.464167,0.457696,0.57,0.171638,665,4907,5572,0.11934673366834171,0.8806532663316583
487,2012-05-01,2,1,5,0,2,1,Cloudy,0.613333,0.577021,0.659583,0.156096,653,5087,5740,0.11376306620209059,0.8862369337979094
488,2012-05-02,2,1,5,0,3,1,Clear,0.564167,0.537896,0.797083,0.138058,667,5502,6169,0.10812125141838223,0.8918787485816178
489,2012-05-03,2,1,5,0,4,1,Cloudy,0.56,0.537242,0.768333,0.133696,764,5657,6421,0.11898458184083475,0.8810154181591653
490,2012-05-04,2,1,5,0,5,1,Clear,0.6275,0.590917,0.735417,0.162938,1069,5227,6296,0.16979034307496824,0.8302096569250318
491,2012-05-05,2,1,5,0,6,0,Cloudy,0.621667,0.584608,0.756667,0.152992,2496,4387,6883,0.3626325730059567,0.6373674269940433
492,2012-05-06,2,1,5,0,0,0,Cloudy,0.5625,0.546737,0.74,0.149879,2135,4224,6359,0.33574461393300836,0.6642553860669916
493,2012-05-07,2,1,5,0,1,1,Cloudy,0.5375,0.527142,0.664167,0.230721,1008,5265,6273,0.1606886657101865,0.8393113342898135
494,2012-05-08,2,1,5,0,2,1,Cloudy,0.581667,0.557471,0.685833,0.296029,738,4990,5728,0.12884078212290503,0.8711592178770949
495,2012-05-09,2,1,5,0,3,1,Cloudy,0.575,0.553025,0.744167,0.216412,620,4097,4717,0.13143947424210303,0.868560525757897
496,2012-05-10,2,1,5,0,4,1,Clear,0.505833,0.491783,0.552083,0.314063,1026,5546,6572,0.15611685940353012,0.8438831405964698
497,2012-05-11,2,1,5,0,5,1,Clear,0.533333,0.520833,0.360417,0.236937,1319,5711,7030,0.18762446657183499,0.812375533428165
498,2012-05-12,2,1,5,0,6,0,Clear,0.564167,0.544817,0.480417,0.123133,2622,4807,7429,0.35294117647058826,0.6470588235294118
499,2012-05-13,2,1,5,0,0,0,Clear,0.6125,0.585238,0.57625,0.225117,2172,3946,6118,0.35501797973193855,0.6449820202680615
500,2012-05-14,2,1,5,0,1,1,Cloudy,0.573333,0.5499,0.789583,0.212692,342,2501,2843,0.12029546253957088,0.8797045374604291
501,2012-05-15,2,1,5,0,2,1,Cloudy,0.611667,0.576404,0.794583,0.147392,625,4490,5115,0.12218963831867058,0.8778103616813294
502,2012-05-16,2,1,5,0,3,1,Clear,0.636667,0.595975,0.697917,0.122512,991,6433,7424,0.13348599137931033,0.8665140086206896
503,2012-05-17,2,1,5,0,4,1,Clear,0.593333,0.572613,0.52,0.229475,1242,6142,7384,0.16820151679306608,0.831798483206934
504,2012-05-18,2,1,5,0,5,1,Clear,0.564167,0.551121,0.523333,0.136817,1521,6118,7639,0.19910983112972902,0.800890168870271
505,2012-05-19,2,1,5,0,6,0,Clear,0.6,0.566908,0.45625,0.083975,3410,4884,8294,0.41114058355437666,0.5888594164456233
506,2012-05-20,2,1,5,0,0,0,Clear,0.620833,0.583967,0.530417,0.254367,2704,4425,7129,0.37929583391780053,0.6207041660821995
507,2012-05-21,2,1,5,0,1,1,Cloudy,0.598333,0.565667,0.81125,0.233204,630,3729,4359,0.1445285615966965,0.8554714384033035
508,2012-05-22,2,1,5,0,2,1,Cloudy,0.615,0.580825,0.765833,0.118167,819,5254,6073,0.13485921290959987,0.8651407870904001
509,2012-05-23,2,1,5,0,3,1,Cloudy,0.621667,0.584612,0.774583,0.102,766,4494,5260,0.14562737642585552,0.8543726235741445
510,2012-05-24,2,1,5,0,4,1,Clear,0.655,0.6067,0.716667,0.172896,1059,5711,6770,0.15642540620384046,0.8435745937961595
511,2012-05-25,2,1,5,0,5,1,Clear,0.68,0.627529,0.747083,0.14055,1417,5317,6734,0.21042471042471042,0.7895752895752896
512,2012-05-26,2,1,5,0,6,0,Clear,0.6925,0.642696,0.7325,0.198992,2855,3681,6536,0.43681150550795594,0.5631884944920441
513,2012-05-27,2,1,5,0,0,0,Clear,0.69,0.641425,0.697083,0.215171,3283,3308,6591,0.4981034744348354,0.5018965255651646
514,2012-05-28,2,1,5,1,1,0,Clear,0.7125,0.6793,0.67625,0.196521,2557,3486,6043,0.4231342048651332,0.5768657951348668
515,2012-05-29,2,1,5,0,2,1,Clear,0.7225,0.672992,0.684583,0.2954,880,4863,5743,0.1532300191537524,0.8467699808462477
516,2012-05-30,2,1,5,0,3,1,Cloudy,0.656667,0.611129,0.67,0.134329,745,6110,6855,0.10867979576951131,0.8913202042304887
517,2012-05-31,2,1,5,0,4,1,Clear,0.68,0.631329,0.492917,0.195279,1100,6238,7338,0.14990460615971654,0.8500953938402834
518,2012-06-01,2,1,6,0,5,1,Cloudy,0.654167,0.607962,0.755417,0.237563,533,3594,4127,0.12914950327114127,0.8708504967288587
519,2012-06-02,2,1,6,0,6,0,Clear,0.583333,0.566288,0.549167,0.186562,2795,5325,8120,0.34421182266009853,0.6557881773399015
520,2012-06-03,2,1,6,0,0,0,Clear,0.6025,0.575133,0.493333,0.184087,2494,5147,7641,0.32639706844653843,0.6736029315534616
521,2012-06-04,2,1,6,0,1,1,Clear,0.5975,0.578283,0.487083,0.284833,1071,5927,6998,0.15304372677907974,0.8469562732209203
522,2012-06-05,2,1,6,0,2,1,Cloudy,0.540833,0.525892,0.613333,0.209575,968,6033,7001,0.1382659620054278,0.8617340379945722
523,2012-06-06,2,1,6,0,3,1,Clear,0.554167,0.542292,0.61125,0.077125,1027,6028,7055,0.14557051736357193,0.854429482636428
524,2012-06-07,2,1,6,0,4,1,Clear,0.6025,0.569442,0.567083,0.15735,1038,6456,7494,0.13851080864691753,0.8614891913530824
525,2012-06-08,2,1,6,0,5,1,Clear,0.649167,0.597862,0.467917,0.175383,1488,6248,7736,0.1923474663908997,0.8076525336091003
526,2012-06-09,2,1,6,0,6,0,Clear,0.710833,0.648367,0.437083,0.144287,2708,4790,7498,0.3611629767938117,0.6388370232061883
527,2012-06-10,2,1,6,0,0,0,Clear,0.726667,0.663517,0.538333,0.133721,2224,4374,6598,0.3370718399515005,0.6629281600484995
528,2012-06-11,2,1,6,0,1,1,Cloudy,0.720833,0.659721,0.587917,0.207713,1017,5647,6664,0.1526110444177671,0.8473889555822329
529,2012-06-12,2,1,6,0,2,1,Cloudy,0.653333,0.597875,0.833333,0.214546,477,4495,4972,0.09593724859211585,0.9040627514078842
530,2012-06-13,2,1,6,0,3,1,Clear,0.655833,0.611117,0.582083,0.343279,1173,6248,7421,0.158064950815254,0.841935049184746
531,2012-06-14,2,1,6,0,4,1,Clear,0.648333,0.624383,0.569583,0.253733,1180,6183,7363,0.16026076327583866,0.8397392367241614
532,2012-06-15,2,1,6,0,5,1,Clear,0.639167,0.599754,0.589583,0.176617,1563,6102,7665,0.20391389432485324,0.7960861056751468
533,2012-06-16,2,1,6,0,6,0,Clear,0.631667,0.594708,0.504167,0.166667,2963,4739,7702,0.3847052713580888,0.6152947286419111
534,2012-06-17,2,1,6,0,0,0,Clear,0.5925,0.571975,0.59875,0.144904,2634,4344,6978,0.37747205503009457,0.6225279449699054
535,2012-06-18,2,1,6,0,1,1,Cloudy,0.568333,0.544842,0.777917,0.174746,653,4446,5099,0.12806432633849774,0.8719356736615023
536,2012-06-19,2,1,6,0,2,1,Clear,0.688333,0.654692,0.69,0.148017,968,5857,6825,0.14183150183150184,0.8581684981684982
537,2012-06-20,2,1,6,0,3,1,Clear,0.7825,0.720975,0.592083,0.113812,872,5339,6211,0.1403960714860731,0.8596039285139269
538,2012-06-21,3,1,6,0,4,1,Clear,0.805833,0.752542,0.567917,0.118787,778,5127,5905,0.1317527519051651,0.8682472480948349
539,2012-06-22,3,1,6,0,5,1,Clear,0.7775,0.724121,0.57375,0.182842,964,4859,5823,0.1655504035720419,0.8344495964279581
540,2012-06-23,3,1,6,0,6,0,Clear,0.731667,0.652792,0.534583,0.179721,2657,4801,7458,0.3562617323679271,0.643738267632073
541,2012-06-24,3,1,6,0,0,0,Clear,0.743333,0.674254,0.479167,0.145525,2551,4340,6891,0.3701930053693223,0.6298069946306777
542,2012-06-25,3,1,6,0,1,1,Clear,0.715833,0.654042,0.504167,0.300383,1139,5640,6779,0.1680188818409795,0.8319811181590205
543,2012-06-26,3,1,6,0,2,1,Clear,0.630833,0.594704,0.373333,0.347642,1077,6365,7442,0.1447191615157216,0.8552808384842784
544,2012-06-27,3,1,6,0,3,1,Clear,0.6975,0.640792,0.36,0.271775,1077,6258,7335,0.14683026584867076,0.8531697341513292
545,2012-06-28,3,1,6,0,4,1,Clear,0.749167,0.675512,0.4225,0.17165,921,5958,6879,0.13388573920627997,0.86611426079372
546,2012-06-29,3,1,6,0,5,1,Clear,0.834167,0.786613,0.48875,0.165417,829,4634,5463,0.15174812374153396,0.8482518762584661
547,2012-06-30,3,1,6,0,6,0,Clear,0.765,0.687508,0.60125,0.161071,1455,4232,5687,0.2558466678389309,0.7441533321610692
548,2012-07-01,3,1,7,0,0,0,Clear,0.815833,0.750629,0.51875,0.168529,1421,4110,5531,0.2569155668052793,0.7430844331947206
