instant,dteday,season,yr,mnth,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt,casual_ratio,registered_ratio
549,2012-07-02,3,1,7,0,1,1,Clear,0.781667,0.702038,0.447083,0.195267,904,5323,6227,0.14517424120764413,0.8548257587923559
550,2012-07-03,3,1,7,0,2,1,Clear,0.780833,0.70265,0.492083,0.126237,1052,5608,6660,0.15795795795795795,0.842042042042042
551,2012-07-04,3,1,7,1,3,0,Clear,0.789167,0.732337,0.53875,0.13495,2562,4841,7403,0.34607591516952585,0.6539240848304742
552,2012-07-05,3,1,7,0,4,1,Clear,0.8275,0.761367,0.457917,0.194029,1405,4836,6241,0.2251241788174972,0.7748758211825028
553,2012-07-06,3,1,7,0,5,1,Clear,0.828333,0.752533,0.450833,0.146142,1366,4841,6207,0.2200741098759465,0.7799258901240534
554,2012-07-07,3,1,7,0,6,0,Clear,0.861667,0.804913,0.492083,0.163554,1448,3392,4840,0.2991735537190083,0.7008264462809918
555,2012-07-08,3,1,7,0,0,0,Clear,0.8225,0.790396,0.57375,0.125629,1203,3469,4672,0.2574914383561644,0.7425085616438356
556,2012-07-09,3,1,7,0,1,1,Cloudy,0.710833,0.654054,0.683333,0.180975,998,5571,6569,0.1519257116760542,0.8480742883239458
557,2012-07-10,3,1,7,0,2,1,Cloudy,0.720833,0.664796,0.6675,0.151737,954,5336,6290,0.15166931637519873,0.8483306836248012
558,2012-07-11,3,1,7,0,3,1,Clear,0.716667,0.650271,0.633333,0.151733,975,6289,7264,0.13422356828193832,0.8657764317180616
559,2012-07-12,3,1,7,0,4,1,Clear,0.715833,0.654683,0.529583,0.146775,1032,6414,7446,0.1385979049153908,0.8614020950846092
560,2012-07-13,3,1,7,0,5,1,Cloudy,0.731667,0.667933,0.485833,0.08085,1511,5988,7499,0.20149353247099613,0.7985064675290039
561,2012-07-14,3,1,7,0,6,0,Cloudy,0.703333,0.666042,0.699167,0.143679,2355,4614,6969,0.3379250968575118,0.6620749031424882
562,2012-07-15,3,1,7,0,0,0,Clear,0.745833,0.705196,0.717917,0.166667,1920,4111,6031,0.31835516498093186,0.6816448350190681
563,2012-07-16,3,1,7,0,1,1,Clear,0.763333,0.724125,0.645,0.164187,1088,5742,6830,0.15929721815519765,0.8407027818448023
564,2012-07-17,3,1,7,0,2,1,Clear,0.818333,0.755683,0.505833,0.114429,921,5865,6786,0.13572060123784263,0.8642793987621574
565,2012-07-18,3,1,7,0,3,1,Clear,0.793333,0.745583,0.577083,0.137442,799,4914,5713,0.1398564677052337,0.8601435322947664
566,2012-07-19,3,1,7,0,4,1,Clear,0.77,0.714642,0.600417,0.165429,888,5703,6591,0.1347291761492945,0.8652708238507055
567,2012-07-20,3,1,7,0,5,1,Cloudy,0.665833,0.613025,0.844167,0.208967,747,5123,5870,0.1272572402044293,0.8727427597955707
568,2012-07-21,3,1,7,0,6,0,Drizzling,0.595833,0.549912,0.865417,0.2133,1264,3195,4459,0.2834716304104059,0.7165283695895941
569,2012-07-22,3,1,7,0,0,0,Cloudy,0.6675,0.623125,0.7625,0.0939208,2544,4866,7410,0.34331983805668015,0.6566801619433198
570,2012-07-23,3,1,7,0,1,1,Clear,0.741667,0.690017,0.694167,0.138683,1135,5831,6966,0.16293425208153892,0.8370657479184611
571,2012-07-24,3,1,7,0,2,1,Clear,0.750833,0.70645,0.655,0.211454,1140,6452,7592,0.15015806111696522,0.8498419388830347
572,2012-07-25,3,1,7,0,3,1,Clear,0.724167,0.654054,0.45,0.1648,1383,6790,8173,0.16921571026550838,0.8307842897344916
573,2012-07-26,3,1,7,0,4,1,Clear,0.776667,0.739263,0.596667,0.284813,1036,5825,6861,0.1509983967351698,0.8490016032648302
574,2012-07-27,3,1,7,0,5,1,Clear,0.781667,0.734217,0.594583,0.152992,1259,5645,6904,0.18235805330243338,0.8176419466975666
575,2012-07-28,3,1,7,0,6,0,Clear,0.755833,0.697604,0.613333,0.15735,2234,4451,6685,0.33418100224382946,0.6658189977561705
576,2012-07-29,3,1,7,0,0,0,Clear,0.721667,0.667933,0.62375,0.170396,2153,4444,6597,0.3263604668788843,0.6736395331211157
577,2012-07-30,3,1,7,0,1,1,Clear,0.730833,0.684987,0.66875,0.153617,1040,6065,7105,0.14637579169598874,0.8536242083040113
578,2012-07-31,3,1,7,0,2,1,Clear,0.713333,0.662896,0.704167,0.165425,968,6248,7216,0.13414634146341464,0.8658536585365854
579,2012-08-01,3,1,8,0,3,1,Clear,0.7175,0.667308,0.6775,0.141179,1074,6506,7580,0.141688654353562,0.858311345646438
580,2012-08-02,3,1,8,0,4,1,Clear,0.7525,0.707088,0.659583,0.129354,983,6278,7261,0.13538080154248727,0.8646191984575128
581,2012-08-03,3,1,8,0,5,1,Cloudy,0.765833,0.722867,0.6425,0.215792,1328,5847,7175,0.1850871080139373,0.8149128919860628
582,2012-08-04,3,1,8,0,6,0,Clear,0.793333,0.751267,0.613333,0.257458,2345,4479,6824,0.3436400937866354,0.6563599062133646
583,2012-08-05,3,1,8,0,0,0,Clear,0.769167,0.731079,0.6525,0.290421,1707,3757,5464,0.31240849194729137,0.6875915080527086
584,2012-08-06,3,1,8,0,1,1,Cloudy,0.7525,0.710246,0.654167,0.129354,1233,5780,7013,0.17581634108084984,0.8241836589191501
585,2012-08-07,3,1,8,0,2,1,Cloudy,0.735833,0.697621,0.70375,0.116908,1278,5995,7273,0.17571841055960402,0.824281589440396
586,2012-08-08,3,1,8,0,3,1,Cloudy,0.75,0.707717,0.672917,0.1107,1263,6271,7534,0.167640031855588,0.832359968144412
587,2012-08-09,3,1,8,0,4,1,Clear,0.755833,0.699508,0.620417,0.1561,1196,6090,7286,0.16415042547351083,0.8358495745264891
588,2012-08-10,3,1,8,0,5,1,Cloudy,0.715833,0.667942,0.715833,0.238813,1065,4721,5786,0.18406498444521258,0.8159350155547874
589,2012-08-11,3,1,8,0,6,0,Cloudy,0.6925,0.638267,0.732917,0.206479,2247,4052,6299,0.3567232894110176,0.6432767105889824
590,2012-08-12,3,1,8,0,0,0,Clear,0.700833,0.644579,0.530417,0.122512,2182,4362,6544,0.33343520782396086,0.6665647921760391
591,2012-08-13,3,1,8,0,1,1,Clear,0.720833,0.662254,0.545417,0.136212,1207,5676,6883,0.17535958157780038,0.8246404184221996
592,2012-08-14,3,1,8,0,2,1,Clear,0.726667,0.676779,0.686667,0.169158,1128,5656,6784,0.16627358490566038,0.8337264150943396
593,2012-08-15,3,1,8,0,3,1,Clear,0.706667,0.654037,0.619583,0.169771,1198,6149,7347,0.16305975227984212,0.8369402477201578
594,2012-08-16,3,1,8,0,4,1,Clear,0.719167,0.654688,0.519167,0.141796,1338,6267,7605,0.17593688362919133,0.8240631163708086
595,2012-08-17,3,1,8,0,5,1,Clear,0.723333,0.2424,0.570833,0.231354,1483,5665,7148,0.20747062115277,0.79252937884723
596,2012-08-18,3,1,8,0,6,0,Clear,0.678333,0.618071,0.603333,0.177867,2827,5038,7865,0.3594405594405594,0.6405594405594406
597,2012-08-19,3,1,8,0,0,0,Cloudy,0.635833,0.603554,0.711667,0.08645,1208,3341,4549,0.26555286876236533,0.7344471312376346
598,2012-08-20,3,1,8,0,1,1,Cloudy,0.635833,0.595967,0.734167,0.129979,1026,5504,6530,0.1571209800918836,0.8428790199081164
599,2012-08-21,3,1,8,0,2,1,Clear,0.649167,0.601025,0.67375,0.0727708,1081,5925,7006,0.1542963174421924,0.8457036825578076
600,2012-08-22,3,1,8,0,3,1,Clear,0.6675,0.621854,0.677083,0.0702833,1094,6281,7375,0.14833898305084744,0.8516610169491525
601,2012-08-23,3,1,8,0,4,1,Clear,0.695833,0.637008,0.635833,0.0845958,1363,6402,7765,0.17553122987765615,0.8244687701223439
602,2012-08-24,3,1,8,0,5,1,Cloudy,0.7025,0.6471,0.615,0.0721458,1325,6257,7582,0.17475600105513056,0.8252439989448694
603,2012-08-25,3,1,8,0,6,0,Cloudy,0.661667,0.618696,0.712917,0.244408,1829,4224,6053,0.3021642160911944,0.6978357839088055
604,2012-08-26,3,1,8,0,0,0,Cloudy,0.653333,0.595996,0.845833,0.228858,1483,3772,5255,0.28220742150333017,0.7177925784966699
605,2012-08-27,3,1,8,0,1,1,Clear,0.703333,0.654688,0.730417,0.128733,989,5928,6917,0.14298106115367934,0.8570189388463206
606,2012-08-28,3,1,8,0,2,1,Clear,0.728333,0.66605,0.62,0.190925,935,6105,7040,0.1328125,0.8671875
607,2012-08-29,3,1,8,0,3,1,Clear,0.685,0.635733,0.552083,0.112562,1177,6520,7697,0.15291672080031182,0.8470832791996882
608,2012-08-30,3,1,8,0,4,1,Clear,0.706667,0.652779,0.590417,0.0771167,1172,6541,7713,0.15195125113444832,0.8480487488655517
609,2012-08-31,3,1,8,0,5,1,Clear,0.764167,0.6894,0.5875,0.168533,1433,5917,7350,0.1949659863945578,0.8050340136054421
610,2012-09-01,3,1,9,0,6,0,Cloudy,0.753333,0.702654,0.638333,0.113187,2352,3788,6140,0.38306188925081436,0.6169381107491857
611,2012-09-02,3,1,9,0,0,0,Cloudy,0.696667,0.649,0.815,0.0640708,2613,3197,5810,0.4497418244406196,0.5502581755593804
612,2012-09-03,3,1,9,1,1,0,Clear,0.7075,0.661629,0.790833,0.151121,1965,4069,6034,0.3256546237984753,0.6743453762015247
613,2012-09-04,3,1,9,0,2,1,Clear,0.725833,0.686888,0.755,0.236321,867,5997,6864,0.1263111888111888,0.8736888111888111
614,2012-09-05,3,1,9,0,3,1,Clear,0.736667,0.708983,0.74125,0.187808,832,6280,7112,0.11698537682789652,0.8830146231721034
615,2012-09-06,3,1,9,0,4,1,Cloudy,0.696667,0.655329,0.810417,0.142421,611,5592,6203,0.09850072545542479,0.9014992745445752
616,2012-09-07,3,1,9,0,5,1,Clear,0.703333,0.657204,0.73625,0.171646,1045,6459,7504,0.1392590618336887,0.8607409381663113
617,2012-09-08,3,1,9,0,6,0,Cloudy,0.659167,0.611121,0.799167,0.281104,1557,4419,5976,0.2605421686746988,0.7394578313253012
618,2012-09-09,3,1,9,0,0,0,Clear,0.61,0.578925,0.5475,0.224496,2570,5657,8227,0.31238604594627445,0.6876139540537255
619,2012-09-10,3,1,9,0,1,1,Clear,0.583333,0.565654,0.50375,0.258713,1118,6407,7525,0.14857142857142858,0.8514285714285714
620,2012-09-11,3,1,9,0,2,1,Clear,0.5775,0.554292,0.52,0.0920542,1070,6697,7767,0.13776232779709024,0.8622376722029097
621,2012-09-12,3,1,9,0,3,1,Clear,0.599167,0.570075,0.577083,0.131846,1050,6820,7870,0.13341804320203304,0.866581956797967
622,2012-09-13,3,1,9,0,4,1,Clear,0.6125,0.579558,0.637083,0.0827208,1054,6750,7804,0.13505894413121478,0.8649410558687852
623,2012-09-14,3,1,9,0,5,1,Clear,0.633333,0.594083,0.6725,0.103863,1379,6630,8009,0.1721812960419528,0.8278187039580472
624,2012-09-15,3,1,9,0,6,0,Clear,0.608333,0.585867,0.501667,0.247521,3160,5554,8714,0.36263484048657335,0.6373651595134266
625,2012-09-16,3,1,9,0,0,0,Clear,0.58,0.563125,0.57,0.0901833,2166,5167,7333,0.29537706259375424,0.7046229374062457
626,2012-09-17,3,1,9,0,1,1,Cloudy,0.580833,0.55305,0.734583,0.151742,1022,5847,6869,0.14878439365264232,0.8512156063473577
627,2012-09-18,3,1,9,0,2,1,Cloudy,0.623333,0.565067,0.8725,0.357587,371,3702,4073,0.09108765038055487,0.9089123496194451
628,2012-09-19,3,1,9,0,3,1,Clear,0.5525,0.540404,0.536667,0.215175,788,6803,7591,0.10380714003425108,0.8961928599657489
629,2012-09-20,3,1,9,0,4,1,Clear,0.546667,0.532192,0.618333,0.118167,939,6781,7720,0.1216321243523316,0.8783678756476684
630,2012-09-21,3,1,9,0,5,1,Clear,0.599167,0.571971,0.66875,0.154229,1250,6917,8167,0.15305497734786336,0.8469450226521367
631,2012-09-22,3,1,9,0,6,0,Clear,0.65,0.610488,0.646667,0.283583,2512,5883,8395,0.29922572960095295,0.700774270399047
632,2012-09-23,4,1,9,0,0,0,Clear,0.529167,0.518933,0.467083,0.223258,2454,5453,7907,0.31035791071202734,0.6896420892879727
633,2012-09-24,4,1,9,0,1,1,Clear,0.514167,0.502513,0.492917,0.142404,1001,6435,7436,0.1346153846153846,0.8653846153846154
634,2012-09-25,4,1,9,0,2,1,Clear,0.55,0.544179,0.57,0.236321,845,6693,7538,0.11209869992040329,0.8879013000795967
635,2012-09-26,4,1,9,0,3,1,Clear,0.635,0.596613,0.630833,0.2444,787,6946,7733,0.10177162808741756,0.8982283719125824
636,2012-09-27,4,1,9,0,4,1,Cloudy,0.65,0.607975,0.690833,0.134342,751,6642,7393,0.10158257811443257,0.8984174218855674
637,2012-09-28,4,1,9,0,5,1,Cloudy,0.619167,0.585863,0.69,0.164179,1045,6370,7415,0.1409305461901551,0.8590694538098449
638,2012-09-29,4,1,9,0,6,0,Clear,0.5425,0.530296,0.542917,0.227604,2589,5966,8555,0.3026300409117475,0.6973699590882525
639,2012-09-30,4,1,9,0,0,0,Clear,0.526667,0.517663,0.583333,0.134958,2015,4874,6889,0.2924952823341559,0.7075047176658441
640,2012-10-01,4,1,10,0,1,1,Cloudy,0.520833,0.512,0.649167,0.0908042,763,6015,6778,0.11257007966951903,0.887429920330481
641,2012-10-02,4,1,10,0,2,1,Drizzling,0.590833,0.542333,0.871667,0.104475,315,4324,4639,0.06790256520801898,0.932097434791981
642,2012-10-03,4,1,10,0,3,1,Cloudy,0.6575,0.599133,0.79375,0.0665458,728,6844,7572,0.09614368726888536,0.9038563127311147
643,2012-10-04,4,1,10,0,4,1,Cloudy,0.6575,0.607975,0.722917,0.117546,891,6437,7328,0.12158842794759825,0.8784115720524017
644,2012-10-05,4,1,10,0,5,1,Clear,0.615,0.580187,0.6275,0.10635,1516,6640,8156,0.18587542913192742,0.8141245708680726
645,2012-10-06,4,1,10,0,6,0,Clear,0.554167,0.538521,0.664167,0.268025,3031,4934,7965,0.3805398618957941,0.6194601381042059
646,2012-10-07,4,1,10,0,0,0,Cloudy,0.415833,0.419813,0.708333,0.141162,781,2729,3510,0.2225071225071225,0.7774928774928775
647,2012-10-08,4,1,10,1,1,0,Cloudy,0.383333,0.387608,0.709583,0.189679,874,4604,5478,0.15954728002920773,0.8404527199707923
648,2012-10-09,4,1,10,0,2,1,Cloudy,0.446667,0.438112,0.761667,0.1903,601,5791,6392,0.09402377972465582,0.9059762202753442
649,2012-10-10,4,1,10,0,3,1,Clear,0.514167,0.503142,0.630833,0.187821,780,6911,7691,0.10141724093095826,0.8985827590690417
650,2012-10-11,4,1,10,0,4,1,Clear,0.435,0.431167,0.463333,0.181596,834,6736,7570,0.11017173051519155,0.8898282694848084
651,2012-10-12,4,1,10,0,5,1,Clear,0.4375,0.433071,0.539167,0.235092,1060,6222,7282,0.1455644053831365,0.8544355946168635
652,2012-10-13,4,1,10,0,6,0,Clear,0.393333,0.391396,0.494583,0.146142,2252,4857,7109,0.3167815445210297,0.6832184554789703
653,2012-10-14,4,1,10,0,0,0,Clear,0.521667,0.508204,0.640417,0.278612,2080,4559,6639,0.31330019581262236,0.6866998041873776
654,2012-10-15,4,1,10,0,1,1,Cloudy,0.561667,0.53915,0.7075,0.296037,760,5115,5875,0.12936170212765957,0.8706382978723404
655,2012-10-16,4,1,10,0,2,1,Clear,0.468333,0.460846,0.558333,0.182221,922,6612,7534,0.12237855057074595,0.877621449429254
656,2012-10-17,4,1,10,0,3,1,Clear,0.455833,0.450108,0.692917,0.101371,979,6482,7461,0.13121565473797078,0.8687843452620292
657,2012-10-18,4,1,10,0,4,1,Cloudy,0.5225,0.512625,0.728333,0.236937,1008,6501,7509,0.13423891330403515,0.8657610866959649
658,2012-10-19,4,1,10,0,5,1,Cloudy,0.563333,0.537896,0.815,0.134954,753,4671,5424,0.1388274336283186,0.8611725663716814
659,2012-10-20,4,1,10,0,6,0,Clear,0.484167,0.472842,0.572917,0.117537,2806,5284,8090,0.34684796044499383,0.6531520395550062
660,2012-10-21,4,1,10,0,0,0,Clear,0.464167,0.456429,0.51,0.166054,2132,4692,6824,0.31242672919109027,0.6875732708089097
661,2012-10-22,4,1,10,0,1,1,Clear,0.4875,0.482942,0.568333,0.0814833,830,6228,7058,0.11759705298951545,0.8824029470104846
662,2012-10-23,4,1,10,0,2,1,Clear,0.544167,0.530304,0.641667,0.0945458,841,6625,7466,0.11264398607018483,0.8873560139298151
663,2012-10-24,4,1,10,0,3,1,Clear,0.5875,0.558721,0.63625,0.0727792,795,6898,7693,0.10334069933705967,0.8966593006629403
664,2012-10-25,4,1,10,0,4,1,Cloudy,0.55,0.529688,0.800417,0.124375,875,6484,7359,0.11890202473162115,0.8810979752683789
665,2012-10-26,4,1,10,0,5,1,Cloudy,0.545833,0.52275,0.807083,0.132467,1182,6262,7444,0.15878559914024717,0.8412144008597529
666,2012-10-27,4,1,10,0,6,0,Cloudy,0.53,0.515133,0.72,0.235692,2643,5209,7852,0.33660213958227203,0.663397860417728
667,2012-10-28,4,1,10,0,0,0,Cloudy,0.4775,0.467771,0.694583,0.398008,998,3461,4459,0.22381699932720342,0.7761830006727966
668,2012-10-29,4,1,10,0,1,1,Drizzling,0.44,0.4394,0.88,0.3582,2,20,22,0.09090909090909091,0.9090909090909091
669,2012-10-30,4,1,10,0,2,1,Cloudy,0.318182,0.309909,0.825455,0.213009,87,1009,1096,0.07937956204379562,0.9206204379562044
670,2012-10-31,4,1,10,0,3,1,Cloudy,0.3575,0.3611,0.666667,0.166667,419,5147,5566,0.07527847646424722,0.9247215235357528
671,2012-11-01,4,1,11,0,4,1,Cloudy,0.365833,0.369942,0.581667,0.157346,466,5520,5986,0.07784831272970263,0.9221516872702974
672,2012-11-02,4,1,11,0,5,1,Clear,0.355,0.356042,0.522083,0.266175,618,5229,5847,0.10569522832221652,0.8943047716777834
673,2012-11-03,4,1,11,0,6,0,Cloudy,0.343333,0.323846,0.49125,0.270529,1029,4109,5138,0.20027247956403268,0.7997275204359673
674,2012-11-04,4,1,11,0,0,0,Clear,0.325833,0.329538,0.532917,0.179108,1201,3906,5107,0.23516741727041315,0.7648325827295869
675,2012-11-05,4,1,11,0,1,1,Clear,0.319167,0.308075,0.494167,0.236325,378,4881,5259,0.07187678265830005,0.9281232173416999
676,2012-11-06,4,1,11,0,2,1,Clear,0.280833,0.281567,0.567083,0.173513,466,5220,5686,0.08195568061906437,0.9180443193809357
677,2012-11-07,4,1,11,0,3,1,Cloudy,0.295833,0.274621,0.5475,0.304108,326,4709,5035,0.064746772591857,0.935253227408143
678,2012-11-08,4,1,11,0,4,1,Clear,0.352174,0.341891,0.333478,0.347835,340,4975,5315,0.06396989651928504,0.9360301034807149
679,2012-11-09,4,1,11,0,5,1,Clear,0.361667,0.355413,0.540833,0.214558,709,5283,5992,0.11832443257676903,0.8816755674232309
680,2012-11-10,4,1,11,0,6,0,Clear,0.389167,0.393937,0.645417,0.0578458,2090,4446,6536,0.31976744186046513,0.6802325581395349
681,2012-11-11,4,1,11,0,0,0,Clear,0.420833,0.421713,0.659167,0.1275,2290,4562,6852,0.3342089900758903,0.6657910099241098
682,2012-11-12,4,1,11,1,1,0,Clear,0.485,0.475383,0.741667,0.173517,1097,5172,6269,0.1749880363694369,0.8250119636305631
683,2012-11-13,4,1,11,0,2,1,Cloudy,0.343333,0.323225,0.662917,0.342046,327,3767,4094,0.07987298485588666,0.9201270151441133
684,2012-11-14,4,1,11,0,3,1,Clear,0.289167,0.281563,0.552083,0.199625,373,5122,5495,0.06787989080982712,0.9321201091901729
685,2012-11-15,4,1,11,0,4,1,Cloudy,0.321667,0.324492,0.620417,0.152987,320,5125,5445,0.05876951331496786,0.9412304866850322
686,2012-11-16,4,1,11,0,5,1,Clear,0.345,0.347204,0.524583,0.171025,484,5214,5698,0.08494208494208494,0.915057915057915
687,2012-11-17,4,1,11,0,6,0,Clear,0.325,0.326383,0.545417,0.179729,1313,4316,5629,0.23325635103926096,0.766743648960739
688,2012-11-18,4,1,11,0,0,0,Clear,0.3425,0.337746,0.692917,0.227612,922,3747,4669,0.1974726922253159,0.8025273077746841
689,2012-11-19,4,1,11,0,1,1,Cloudy,0.380833,0.375621,0.623333,0.235067,449,5050,5499,0.08165120931078378,0.9183487906892163
690,2012-11-20,4,1,11,0,2,1,Cloudy,0.374167,0.380667,0.685,0.082725,534,5100,5634,0.09478168264110756,0.9052183173588925
691,2012-11-21,4,1,11,0,3,1,Clear,0.353333,0.364892,0.61375,0.103246,615,4531,5146,0.11951029926156238,0.8804897007384376
692,2012-11-22,4,1,11,1,4,0,Clear,0.34,0.350371,0.580417,0.0528708,955,1470,2425,0.3938144329896907,0.6061855670103092
693,2012-11-23,4,1,11,0,5,1,Clear,0.368333,0.378779,0.56875,0.148021,1603,2307,3910,0.40997442455242966,0.5900255754475703
694,2012-11-24,4,1,11,0,6,0,Clear,0.278333,0.248742,0.404583,0.376871,532,1745,2277,0.23364075537988582,0.7663592446201142
695,2012-11-25,4,1,11,0,0,0,Clear,0.245833,0.257583,0.468333,0.1505,309,2115,2424,0.12747524752475248,0.8725247524752475
696,2012-11-26,4,1,11,0,1,1,Clear,0.313333,0.339004,0.535417,0.04665,337,4750,5087,0.0662472970316493,0.9337527029683507
697,2012-11-27,4,1,11,0,2,1,Cloudy,0.291667,0.281558,0.786667,0.237562,123,3836,3959,0.031068451629199294,0.9689315483708008
698,2012-11-28,4,1,11,0,3,1,Clear,0.296667,0.289762,0.50625,0.210821,198,5062,5260,0.0376425855513308,0.9623574144486692
699,2012-11-29,4,1,11,0,4,1,Clear,0.28087,0.298422,0.555652,0.115522,243,5080,5323,0.04565094871313169,0.9543490512868683
700,2012-11-30,4,1,11,0,5,1,Clear,0.298333,0.323867,0.649583,0.0584708,362,5306,5668,0.06386732533521525,0.9361326746647848
701,2012-12-01,4,1,12,0,6,0,Cloudy,0.298333,0.316904,0.806667,0.0597042,951,4240,5191,0.1832016952417646,0.8167983047582354
702,2012-12-02,4,1,12,0,0,0,Cloudy,0.3475,0.359208,0.823333,0.124379,892,3757,4649,0.19186921918692193,0.8081307808130781
703,2012-12-03,4,1,12,0,1,1,Clear,0.4525,0.455796,0.7675,0.0827208,555,5679,6234,0.08902791145332051,0.9109720885466795
704,2012-12-04,4,1,12,0,2,1,Clear,0.475833,0.469054,0.73375,0.174129,551,6055,6606,0.0834090221011202,0.9165909778988798
705,2012-12-05,4,1,12,0,3,1,Clear,0.438333,0.428012,0.485,0.324021,331,5398,5729,0.057776226217489964,0.94222377378251
706,2012-12-06,4,1,12,0,4,1,Clear,0.255833,0.258204,0.50875,0.174754,340,5035,5375,0.06325581395348837,0.9367441860465117
707,2012-12-07,4,1,12,0,5,1,Cloudy,0.320833,0.321958,0.764167,0.1306,349,4659,5008,0.0696884984025559,0.9303115015974441
708,2012-12-08,4,1,12,0,6,0,Cloudy,0.381667,0.389508,0.91125,0.101379,1153,4429,5582,0.20655678968111787,0.7934432103188821
709,2012-12-09,4,1,12,0,0,0,Cloudy,0.384167,0.390146,0.905417,0.157975,441,2787,3228,0.1366171003717472,0.8633828996282528
710,2012-12-10,4,1,12,0,1,1,Cloudy,0.435833,0.435575,0.925,0.190308,329,4841,5170,0.06363636363636363,0.9363636363636364
711,2012-12-11,4,1,12,0,2,1,Cloudy,0.353333,0.338363,0.596667,0.296037,282,5219,5501,0.05126340665333576,0.9487365933466643
712,2012-12-12,4,1,12,0,3,1,Cloudy,0.2975,0.297338,0.538333,0.162937,310,5009,5319,0.0582816318856928,0.9417183681143072
713,2012-12-13,4,1,12,0,4,1,Clear,0.295833,0.294188,0.485833,0.174129,425,5107,5532,0.07682574114244396,0.923174258857556
714,2012-12-14,4,1,12,0,5,1,Clear,0.281667,0.294192,0.642917,0.131229,429,5182,5611,0.07645695954375334,0.9235430404562467
715,2012-12-15,4,1,12,0,6,0,Clear,0.324167,0.338383,0.650417,0.10635,767,4280,5047,0.15197146819893007,0.84802853180107
716,2012-12-16,4,1,12,0,0,0,Cloudy,0.3625,0.369938,0.83875,0.100742,538,3248,3786,0.1421024828314844,0.8578975171685156
717,2012-12-17,4,1,12,0,1,1,Cloudy,0.393333,0.4015,0.907083,0.0982583,212,4373,4585,0.04623773173391494,0.953762268266085
718,2012-12-18,4,1,12,0,2,1,Clear,0.410833,0.409708,0.66625,0.221404,433,5124,5557,0.07791974086737448,0.9220802591326255
719,2012-12-19,4,1,12,0,3,1,Clear,0.3325,0.342162,0.625417,0.184092,333,4934,5267,0.06322384659198785,0.9367761534080121
720,2012-12-20,4,1,12,0,4,1,Cloudy,0.33,0.335217,0.667917,0.132463,314,3814,4128,0.07606589147286821,0.9239341085271318
721,2012-12-21,1,1,12,0,5,1,Cloudy,0.326667,0.301767,0.556667,0.374383,221,3402,3623,0.06099917195694176,0.9390008280430583
722,2012-12-22,1,1,12,0,6,0,Clear,0.265833,0.236113,0.44125,0.407346,205,1544,1749,0.11720983419096627,0.8827901658090337
723,2012-12-23,1,1,12,0,0,0,Clear,0.245833,0.259471,0.515417,0.133083,408,1379,1787,0.22831561275881365,0.7716843872411864
724,2012-12-24,1,1,12,0,1,1,Cloudy,0.231304,0.2589,0.791304,0.0772304,174,746,920,0.1891304347826087,0.8108695652173913
725,2012-12-25,1,1,12,1,2,0,Cloudy,0.291304,0.294465,0.734783,0.168726,440,573,1013,0.43435340572556763,0.5656465942744324
726,2012-12-26,1,1,12,0,3,1,Drizzling,0.243333,0.220333,0.823333,0.316546,9,432,441,0.02040816326530612,0.9795918367346939
727,2012-12-27,1,1,12,0,4,1,Cloudy,0.254167,0.226642,0.652917,0.350133,247,1867,2114,0.11684011352885525,0.8831598864711447
728,2012-12-28,1,1,12,0,5,1,Cloudy,0.253333,0.255046,0.59,0.155471,644,2451,3095,0.20807754442649434,0.7919224555735056
729,2012-12-29,1,1,12,0,6,0,Cloudy,0.253333,0.2424,0.752917,0.124383,159,1182,1341,0.1185682326621924,0.8814317673378076
730,2012-12-30,1,1,12,0,0,0,Clear,0.255833,0.2317,0.483333,0.350754,364,1432,1796,0.2026726057906459,0.7973273942093542
731,2012-12-31,1,1,12,0,1,1,Cloudy,0.215833,0.223487,0.5775,0.154846,439,2290,2729,0.160864785635764,0.839135214364236
